MinTemp,MaxTemp,Lluvia,Evaporacion,Sol,VelRafaga,Vel9am,Vel3pm,Hum9am,Hum3pm,Pres9am,Pre3pm,Nub9am,Nub3pm,Temp9am,Temp3pm,LluviaHoy,LluviaMan,Koppen,Estacion
25.8,33,7.8,7.8,8.5,31,13,20,66,65,1011.3,1007.2,6,6,30,31.3,Yes,Yes,Temperate,Primavera
10.4,14.1,0,1.2,0.3,31,11,15,84,62,1026.4,1025.7,7,7,11.3,13.6,No,No,Temperate,Invierno
15.3,26,0,2.6,1.7,37,15,24,67,53,1012.5,1010.6,6,7,21.1,24.6,No,No,Grassland,Otoño
16.5,24.5,0,4,9.3,26,11,20,69,61,1026.9,1025.3,1,1,21.4,23.1,No,No,Subtropical,Otoño
26.3,34.4,3.4,4.8,9.9,30,9,13,75,73,1006.7,1004.4,6,3,31.3,32.5,Yes,No,Temperate,Verano
17.3,24.4,0,5.4,11.7,26,9,13,65,61,1015.6,1015.4,1,3,21.9,23.3,No,No,Subtropical,Otoño
13.5,24,0,6.2,10.3,63,33,43,51,61,1017.7,1017.9,4,3,20.4,23.4,No,No,Subtropical,Primavera
11.3,14.9,1.4,3.8,3.7,41,20,22,96,81,1015.8,1018.8,8,8,12.2,12.8,Yes,No,Temperate,Primavera
20.5,26.4,16.4,14,10.3,50,26,24,91,50,998.8,1004.3,8,4,22.5,23.5,Yes,No,Grassland,Verano
21,28.5,0,5.8,10.1,39,19,24,70,59,1015.8,1012.6,1,1,25.4,28,No,No,Temperate,Otoño
11.5,19.4,6.4,2.6,6.4,52,17,17,87,50,1020.5,1016.5,7,3,12.8,18.9,Yes,Yes,Subtropical,Primavera
23.5,31.9,8.4,6,8.6,30,6,15,82,73,1006,1003.7,7,7,28.1,30.3,Yes,Yes,Temperate,Verano
7.9,18,1,0.6,6.4,31,17,15,89,59,1015,1014.9,1,6,11,17,No,No,Grassland,Invierno
6.1,19.9,0,1.4,9.1,31,20,15,69,52,1027.7,1026.8,0,2,11.9,18.6,No,No,Subtropical,Invierno
9.7,18.6,0,3.4,8.6,63,24,26,51,43,1011.4,1006.8,5,6,13.2,16.9,No,Yes,Temperate,Primavera
23.8,29.5,44.6,3.2,0.1,48,15,20,91,95,1007.5,1005.4,8,8,26.9,25.8,Yes,Yes,Temperate,Verano
15,24.5,0,5.2,8.2,50,19,35,65,58,1014,1011,3,3,19.6,23.5,No,Yes,Temperate,Verano
22.9,31,0,7.4,11.4,39,13,24,61,59,1013.1,1010,2,6,28.7,29.8,No,No,Temperate,Otoño
8.1,20.2,0,2.8,10.6,28,9,6,91,50,1029.8,1026.7,8,1,8.1,18,No,No,Temperate,Invierno
13.2,20.8,0.2,3,4,35,11,22,68,44,1021.7,1020.2,8,6,15.5,20.2,No,No,Temperate,Otoño
17.4,29.6,0,7.6,11.1,39,15,22,58,45,1019.9,1016.4,1,1,24.9,28,No,No,Temperate,Primavera
3.4,16.3,0,5.6,10.9,41,30,20,58,29,1021.2,1019.8,2,1,9.6,16,No,No,Grassland,Invierno
2.7,13.3,0,0.4,2.5,31,19,9,80,77,1021.5,1018.2,7,7,4.4,11.7,No,No,Temperate,Otoño
7,22.2,0,4.8,9.1,46,28,26,64,25,1021.4,1015.3,1,7,12,20.2,No,No,Temperate,Primavera
19.9,33.2,1,9,12.5,33,17,7,38,20,1010.7,1006.6,6,1,24.1,31.9,No,No,Grassland,Primavera
-4.7,9.3,0,3,5.9,44,6,30,99,53,1024.7,1021.1,8,1,-0.2,8.3,No,No,Temperate,Invierno
13.7,20.5,0,6.6,9.9,41,19,24,65,40,1023.4,1021.3,7,1,14.4,19.4,No,No,Temperate,Otoño
23.3,30.5,10.2,6.8,4.6,39,20,17,84,66,1010.6,1006.4,7,7,24.7,29.1,Yes,Yes,Temperate,Verano
24.1,31.4,0,7,10.2,37,13,24,68,61,1012.2,1008.5,4,3,27.7,30,No,No,Temperate,Primavera
6.6,14.6,0,4.8,3.8,61,37,35,54,39,1018.9,1016.3,7,7,9,12.7,No,No,Temperate,Invierno
5.1,23.7,0,3,10.7,30,9,17,61,24,1029.4,1026.9,1,1,13.9,23.1,No,No,Grassland,Invierno
4.5,25.1,0,10,12.3,31,13,11,30,9,1023.2,1020,0,0,15.5,23.5,No,No,Subtropical,Primavera
2.9,22,0.2,3.6,8.8,44,11,19,95,39,1021.3,1017.4,3,3,10.1,21.5,No,No,Temperate,Otoño
3.1,16.2,0,1.8,8.1,19,2,7,99,73,1034.7,1031.7,5,7,5,14.9,No,No,Temperate,Invierno
4.9,18.5,0,4,9.8,39,13,17,66,43,1032.2,1027.5,6,1,10.5,18,No,No,Temperate,Primavera
7,12.8,1.8,0.8,4.4,37,11,13,94,71,1027.8,1022.9,7,7,10.2,11.8,Yes,Yes,Temperate,Invierno
12.6,25.7,0.2,6,12.2,37,7,15,63,34,1014.1,1011.3,6,7,16.4,24.8,No,No,Temperate,Verano
28,33.6,0,8.6,3,44,9,7,61,87,1006.6,1007.9,7,8,31.1,25.1,No,Yes,Subtropical,Verano
19.6,34.6,0,8,12.1,39,26,15,59,30,1009.3,1005.8,3,5,23.9,33.1,No,No,Subtropical,Verano
13.1,21.5,0,4.8,10.3,43,15,28,43,64,1016.3,1015.8,0,1,19.4,20.9,No,No,Subtropical,Otoño
10.5,22.4,3.2,0.6,9.1,31,13,20,86,54,1021.3,1017.9,1,5,14.8,21.4,Yes,No,Subtropical,Invierno
13.3,27.1,0,5,7.2,41,13,17,47,30,1025.4,1023.4,6,8,21.1,26,No,No,Temperate,Otoño
9.6,21.5,0,6.4,8.7,31,22,22,48,38,1018.9,1015.8,7,7,14.9,19.3,No,No,Subtropical,Primavera
-1.8,14.5,0,5.2,10.9,39,20,20,37,23,1027.7,1023.9,1,1,7.6,13.2,No,No,Grassland,Invierno
20.5,31.2,0,8.8,6.9,54,17,13,43,32,1013.3,1009.4,7,5,25.3,30.9,No,No,Subtropical,Primavera
15.2,23.3,0,9,13,48,28,31,57,37,1018.5,1016.7,3,1,17.5,22,No,No,Temperate,Verano
11.4,24.1,0,3.4,7.6,50,15,30,53,71,1019.7,1016.5,1,5,21,19.2,No,Yes,Subtropical,Primavera
5.2,15.9,2.4,1.6,6.1,52,13,24,92,88,1025.3,1023,7,3,12.2,12.3,Yes,Yes,Temperate,Otoño
25.8,35.1,0.8,4.8,6.4,46,9,35,68,56,1010.7,1007.2,7,6,31.7,33.4,No,Yes,Temperate,Primavera
11.9,28.9,0,3.2,9.3,30,17,22,49,31,1020.3,1018.2,0,3,19.3,26.4,No,No,Subtropical,Otoño
26.6,34.5,0,5.8,9,37,6,20,83,70,1011.2,1008,6,6,30.2,31,No,No,Temperate,Otoño
0.2,19.4,0,2.8,10.9,22,11,11,79,44,1026.3,1021.8,1,3,9.6,19.2,No,No,Temperate,Primavera
6.5,17.1,0,1.2,6.9,39,7,28,84,71,1021.6,1020,6,5,13,15.7,No,No,Temperate,Invierno
8.5,14,0.2,5.2,9,72,31,30,57,70,1009.2,1009.2,2,5,12.5,12.5,No,Yes,Temperate,Primavera
19.3,28.2,0,4,1.8,37,13,11,71,51,998,994.8,7,7,22.6,27.5,No,Yes,Temperate,Verano
21.5,35,0,6,10.9,41,9,24,65,56,1013.3,1008.4,2,2,27.8,31.3,No,No,Temperate,Primavera
13,19.7,3.2,5.6,9.9,52,22,13,68,31,1015.9,1015.9,1,2,15.4,19.5,Yes,No,Grassland,Otoño
16.4,29.5,0,7.8,10.4,50,17,30,30,10,1012.1,1008.5,2,1,21.7,29.2,No,No,Subtropical,Primavera
-0.3,17.1,0,4.4,9,37,11,20,53,40,1030.2,1026.4,1,4,9.5,15.3,No,No,Temperate,Primavera
15.5,25.9,0,5.2,5.8,33,4,15,70,63,1018.9,1016.9,2,8,21.8,23.5,No,No,Temperate,Invierno
11.3,25.4,0,7,13.1,43,6,19,70,41,1010.1,1007.2,3,2,17.6,23.2,No,Yes,Temperate,Verano
11.3,22.2,0,5.2,10.2,48,15,24,58,65,1023,1021.4,5,5,17.2,20,No,No,Subtropical,Primavera
8.8,14.8,0,1.2,2.3,41,13,28,89,65,1022.2,1019.3,7,6,10.3,14.2,No,No,Temperate,Invierno
16.2,28.5,0,7.6,9.6,39,15,11,53,26,1016.1,1011.4,1,3,19.9,27.9,No,No,Subtropical,Otoño
6.9,31.3,0,4.8,11.6,52,2,26,82,17,1010.6,1005,1,1,13.7,31,No,Yes,Temperate,Primavera
12.7,33,0,6.8,11.1,30,9,9,32,11,1016.2,1013.6,0,1,19.8,32.3,No,No,Temperate,Otoño
17.1,31.6,0,11.6,11.5,78,37,19,58,26,1020.3,1017.2,1,0,19.1,30.1,No,No,Subtropical,Otoño
8.6,21.4,0.2,2.6,13.8,65,9,30,48,31,1023.9,1019.8,1,1,14.6,21,No,No,Temperate,Verano
15.1,24.2,2,3,7.6,37,17,17,75,68,1021.8,1019.2,6,7,18.9,21.2,Yes,Yes,Subtropical,Otoño
5.7,20.5,0,5.8,9.6,57,17,22,62,26,1020.2,1018.5,1,6,13,18.4,No,No,Grassland,Primavera
9.6,16.6,0,5.2,9.5,69,30,24,53,26,1018,1018,1,1,12.1,15.7,No,No,Subtropical,Invierno
1.8,16.4,0,1.2,6.2,28,7,11,77,43,1032.6,1029.2,1,6,9,15.9,No,No,Subtropical,Invierno
5.2,14.2,3.2,1.2,5.2,24,9,13,100,74,1012.4,1009.3,6,2,6.1,14,Yes,No,Temperate,Invierno
21.5,27.6,0,13,10,46,28,31,47,48,1019.7,1016,2,2,25.3,25.6,No,No,Temperate,Primavera
15,19.1,26.8,2,8.2,52,30,22,87,73,1005.8,1005.1,6,4,17.2,19,Yes,Yes,Subtropical,Invierno
19.4,25.4,1.4,5.2,5,44,33,30,77,66,1022.3,1022.7,6,7,21.3,22.9,Yes,No,Subtropical,Otoño
13.1,17.8,0.6,3.6,0,33,20,19,57,59,1025.8,1024.1,8,7,15.1,16.6,No,No,Temperate,Otoño
15.9,29.2,0,6.6,10.6,41,15,11,68,33,1017.1,1013.8,1,1,20,29,No,No,Subtropical,Otoño
16.6,25.6,0,8,10,30,7,13,62,56,1016.7,1015.4,6,7,22.1,23.7,No,No,Subtropical,Primavera
19.1,28.8,0,8,12.2,50,13,30,64,49,1020.3,1017.2,3,1,24,27.7,No,No,Subtropical,Verano
25.7,30.2,25,6.6,4.5,46,13,30,77,82,1014.2,1010.9,7,7,28.2,29,Yes,Yes,Temperate,Otoño
28.2,33.6,0,6.8,8,41,19,26,73,60,1010.1,1006.7,5,4,30.6,32.8,No,Yes,Temperate,Otoño
25,33.1,0,9.2,7.9,33,11,24,63,52,1012.1,1008.8,3,5,29.3,32.5,No,No,Temperate,Primavera
19.3,24.8,0.6,7.2,10.1,48,30,31,66,61,1022,1019.7,6,1,22.3,23.3,No,No,Subtropical,Verano
20.6,43.5,0,12,13.1,54,30,13,31,11,1015.9,1010.3,0,0,29.8,42.4,No,No,Subtropical,Verano
4.9,16,0.2,6,11.4,30,9,20,59,43,1039.3,1035.6,1,1,10.2,15.1,No,No,Temperate,Primavera
15.4,21.9,0,4,8.6,24,7,13,72,68,1024.5,1024.2,2,5,20,20.3,No,Yes,Subtropical,Primavera
22.5,28.5,8.6,5.2,2.5,54,17,20,91,71,1017.9,1015.9,7,7,23.7,26.9,Yes,No,Temperate,Otoño
5.4,15.7,0,0.6,1.3,26,9,15,99,86,1017.1,1015.1,7,7,9.9,14.5,No,No,Temperate,Otoño
5.5,17.8,0,4.6,5.6,35,17,19,76,39,1021,1020,1,7,10.4,17.4,No,No,Grassland,Otoño
14.8,36.6,0,6.6,11.3,57,9,26,58,20,1017,1013.3,1,6,20.8,34.4,No,No,Temperate,Verano
9.4,34.5,0,9.8,12.3,35,20,13,6,5,1019.1,1013.5,0,0,25.6,33.9,No,No,Grassland,Primavera
24,37.7,0,7.4,10.9,63,9,20,53,47,1007.6,1003.4,4,7,29.2,31.4,No,No,Subtropical,Verano
5.9,9.8,6.8,2.8,0,56,24,28,93,88,1008.1,1002,8,8,8.6,8.8,Yes,Yes,Temperate,Invierno
1.4,14.3,0,2.4,9.1,22,15,9,83,47,1033.6,1028.8,7,5,5.5,13.8,No,No,Temperate,Invierno
6.2,14,1.2,4,2.4,57,11,20,68,54,1013.1,1006.6,7,6,7.3,13.9,Yes,Yes,Temperate,Invierno
15.3,29.8,0,27.4,11.7,39,28,9,56,28,1025.3,1020.5,1,2,19.5,29.1,No,No,Subtropical,Primavera
15.5,20,2.2,9.6,0.7,56,33,33,89,59,1017.4,1017.3,8,7,15.8,18.9,Yes,Yes,Subtropical,Primavera
10.8,17.8,0,2.2,5.1,43,20,22,63,79,1024.5,1020.8,1,7,15.3,15.6,No,Yes,Subtropical,Invierno
12.3,21.8,0,6,10.3,46,19,17,48,26,1017.3,1014.3,1,0,15.1,21.3,No,No,Subtropical,Invierno
6.5,21,0,2.2,9.2,20,11,9,70,40,1025,1021.8,2,2,12.6,20.3,No,No,Subtropical,Invierno
15.2,18.8,15.6,7.2,2.1,37,20,19,90,72,1016.7,1014.7,8,5,16.2,17.4,Yes,Yes,Subtropical,Primavera
18.3,29.3,2.2,2.6,9.5,22,2,9,74,66,1016.9,1012.2,4,6,23.4,27.4,Yes,No,Subtropical,Otoño
22.1,30.8,0,8,2.1,35,17,22,56,41,1016.2,1014.6,5,7,25,29.6,No,No,Desert,Otoño
16,25.5,0.2,3.6,12.7,44,13,26,56,52,1024.4,1022.3,3,3,20.6,24.7,No,No,Subtropical,Verano
16.2,31.7,0,5.2,11,33,7,20,71,46,1017.5,1013.7,0,1,23.6,30.5,No,No,Temperate,Invierno
13.1,26.5,0,4,8,28,17,15,60,33,1018,1012.7,3,5,17,25.6,No,No,Subtropical,Otoño
8.3,14.1,5.6,2.8,4.4,41,19,17,91,64,1010.1,1010.7,7,6,10.2,12.6,Yes,No,Temperate,Invierno
5.7,19.6,0,2.6,9.7,26,7,11,76,57,1027.9,1025.6,1,4,13.3,18.1,No,No,Subtropical,Invierno
19.1,36.1,0,8.2,12.7,37,13,24,56,26,1016.7,1012.3,0,2,24.8,34.1,No,No,Subtropical,Verano
15.5,34.1,0,11.4,12.7,37,17,13,37,16,1019.1,1014.7,4,1,23.4,33.7,No,No,Subtropical,Verano
13.1,23.3,0.2,5.4,3.9,28,4,11,59,53,1029.2,1026.3,2,7,19.8,21.7,No,No,Subtropical,Primavera
19.7,26.1,0,8.4,1.4,46,19,33,57,49,1009.8,1009.6,7,7,22.3,25,No,No,Subtropical,Verano
8.1,18.7,0,0.6,8.8,37,7,28,74,61,1023.6,1018.2,3,3,14.8,16.8,No,No,Temperate,Primavera
22.8,36.2,0,13.6,12.8,50,31,19,48,26,1019.5,1014.1,0,3,26.5,34.7,No,No,Subtropical,Verano
7.9,20.5,0,3.2,11.4,26,6,13,99,37,1025.7,1021.6,1,1,11.6,19.9,No,No,Temperate,Primavera
11,16.6,21.2,4,4,56,11,30,93,58,1009.4,1009.9,7,2,13.6,15.2,Yes,No,Subtropical,Otoño
21.5,29.4,0,7.8,10.6,54,33,35,56,53,1018,1014.7,1,2,26.2,28.1,No,No,Temperate,Primavera
11.3,16.9,0.2,3.8,5.7,56,13,28,68,54,1008.6,1011.2,6,6,12.7,13.1,No,Yes,Temperate,Primavera
19.3,29.3,0.4,3.8,11.8,46,11,26,65,54,1021.6,1017.6,5,2,23.6,28.2,No,No,Subtropical,Verano
9.2,27.7,0,4.2,8.9,43,13,26,43,15,1016,1012.8,3,1,15.7,27.1,No,No,Grassland,Otoño
16.5,31.3,0,8.4,9.1,39,9,13,36,25,1012.1,1007.7,1,7,22.7,29.4,No,No,Temperate,Verano
3.2,18.9,0,3.8,6.9,33,6,26,96,56,1022.7,1016.8,1,6,8.9,16.7,No,Yes,Temperate,Primavera
-1.1,14.3,0.2,0.6,8.2,30,9,17,94,45,1027.7,1027.4,1,3,3.1,13.6,No,No,Grassland,Invierno
3.9,13.2,3.4,6.6,11,65,26,31,53,33,1017,1017.6,3,1,7.1,12.2,Yes,No,Temperate,Primavera
9.7,32.6,0,8,12.2,28,9,15,25,13,1016.6,1012.9,3,4,24.9,31.3,No,No,Subtropical,Primavera
9.5,18.6,16.2,6,5.5,56,13,30,72,54,997.4,995.7,7,4,14.3,17.7,Yes,No,Temperate,Primavera
14.7,18.8,0,5.4,10.6,37,20,22,78,72,1024.4,1023.9,7,8,16.3,18,No,No,Temperate,Otoño
17.1,33.2,0,17.7,11.5,37,17,11,15,7,1011.8,1008.6,5,5,24.8,30.5,No,No,Desert,Verano
12,18.1,0.2,1.4,4.1,35,19,22,78,62,1026.8,1023.8,8,4,14.1,16.7,No,No,Temperate,Otoño
11.9,21.4,0,5.6,4.7,28,11,15,93,60,1026.2,1024.4,8,5,15.3,19.4,No,No,Temperate,Otoño
11.1,21.4,1.2,5.2,9.7,48,15,19,74,39,1005,1006,7,5,13.5,19.7,Yes,No,Temperate,Verano
17.2,28.3,0,8.2,9.2,43,24,15,31,19,1016.3,1012.6,7,7,19.9,27.2,No,No,Temperate,Invierno
15.8,20.5,110.6,7.2,9.8,37,9,19,56,49,1010,1008.2,1,5,18.3,19.7,Yes,No,Subtropical,Invierno
19.5,31.1,0,8.8,8.6,41,24,15,67,36,1019.7,1015.9,6,7,23,29.9,No,No,Subtropical,Otoño
0.6,12.3,0.2,0.8,6.9,33,19,17,92,70,1025.6,1022.5,1,7,4,11,No,No,Temperate,Invierno
8.3,24.2,0,2.2,8.1,30,11,20,78,57,1025,1023.1,1,3,14.7,22.5,No,No,Subtropical,Invierno
4.7,23.1,0,2,9.2,41,13,28,49,17,1019,1014.9,1,3,12.7,22.7,No,No,Subtropical,Invierno
19.5,33.9,0,10.2,11.3,65,30,39,48,29,1016.5,1012.1,7,7,24.4,31.9,No,Yes,Temperate,Otoño
15.5,21.1,5.4,6.4,0.9,31,6,7,93,86,1010.1,1008.6,8,8,16.6,20,Yes,Yes,Temperate,Verano
11.9,15.8,3,4.4,3.6,59,19,31,94,84,1000.7,999.8,8,6,12.1,14.5,Yes,Yes,Temperate,Primavera
6.9,17.4,0.2,3.8,7.2,57,9,26,68,39,1004.2,998.1,5,6,9,17.2,No,No,Temperate,Invierno
16.2,26.2,17.8,7.8,5.5,31,17,13,63,47,1012.5,1009.2,6,7,20.1,25.9,Yes,Yes,Subtropical,Verano
6.8,21.9,0,3.4,9,41,9,22,79,42,1018.4,1014.2,3,7,13,21,No,No,Temperate,Otoño
21,26.2,0,8,4,35,20,22,77,75,1016.6,1015.6,7,6,24.5,25.5,No,No,Subtropical,Verano
9.1,17.2,0.4,0.6,0.9,31,13,7,52,50,1013.4,1011.2,7,7,15.2,17.1,No,No,Subtropical,Invierno
12.9,37.5,0,11.2,10,50,9,30,30,6,1021.9,1018.1,4,5,22.3,36.7,No,No,Grassland,Primavera
7.5,19.3,2.2,2.4,7.8,43,17,24,68,47,1012.2,1003.6,1,7,13.6,17.9,Yes,Yes,Temperate,Primavera
19,29.2,0,5.8,2.6,65,22,28,62,68,1001.1,994.3,7,7,24.1,28.3,No,Yes,Subtropical,Verano
14.9,33.8,0,10.6,12.6,33,13,9,59,26,1015.1,1012.2,2,1,22.4,32,No,No,Temperate,Verano
25.7,39.8,0,11.4,10.4,44,28,13,18,16,1008.4,1004.5,1,5,33.4,37.9,No,No,Grassland,Verano
13.1,38.1,0,12,11.6,43,7,20,31,7,1011.2,1007.4,1,5,27.2,36.5,No,No,Temperate,Verano
13.7,29.8,0,5,10.1,50,17,17,50,24,1015.3,1011.9,1,4,21.8,28.8,No,No,Subtropical,Otoño
9.7,30.1,0,11.2,12.9,46,30,13,8,8,1015.3,1010.5,0,1,22.4,28.6,No,No,Grassland,Primavera
19.8,27,1.2,3.8,0.2,52,13,28,85,77,1010.6,1007.6,8,8,23.1,25.5,Yes,Yes,Grassland,Verano
24.4,32.6,0,6.4,10.9,30,7,17,66,56,1012.4,1009,1,1,29.1,32.2,No,No,Temperate,Otoño
22.2,30.8,0,4.8,9.3,26,7,19,78,59,1014.7,1011.3,7,6,26.8,29.8,No,No,Temperate,Invierno
9.6,20.4,10,2,8.2,15,2,7,83,51,1022.8,1021.6,3,5,14.2,20.2,Yes,No,Subtropical,Otoño
10.2,24.2,1.2,8.6,11.5,69,46,33,55,29,1007.9,1009.7,4,6,17.3,22.4,Yes,No,Temperate,Verano
8.5,15.1,0,2.8,7.2,44,20,28,72,58,1021.6,1020.3,1,7,9.4,14,No,No,Temperate,Invierno
18.6,23.3,4.6,2.8,2.5,28,9,6,96,86,1009.5,1002.6,8,7,19.8,21.5,Yes,Yes,Temperate,Otoño
16.4,25,0,4.4,10.3,37,28,17,69,65,1018.2,1015.4,5,2,22.3,24.3,No,No,Subtropical,Primavera
10.8,16.4,2.6,0.6,1.8,30,9,19,97,81,1007.7,1006.7,8,6,11.8,15.8,Yes,No,Temperate,Otoño
20.4,35.5,0,6.4,10.9,30,13,24,73,30,1014.4,1010.3,4,6,25.9,32.2,No,No,Temperate,Primavera
23.3,29.2,96.8,6.6,0,85,22,24,98,85,1005.8,1003.6,8,8,24.2,27.5,Yes,Yes,Temperate,Otoño
18,28.7,0,7.2,10.6,33,2,28,61,54,1016.2,1011.8,3,3,25.6,27.9,No,No,Temperate,Primavera
13.5,29.5,0,4,10.7,26,9,6,76,43,1015.7,1014,5,6,20.1,27.8,No,No,Temperate,Otoño
19.5,26.1,0,10,9.3,44,13,22,64,56,1016.1,1011.6,4,7,21.1,24.1,No,No,Subtropical,Primavera
22.9,34.8,0.4,10.6,7.5,50,22,9,64,39,1010.8,1007.6,6,7,26,33.1,No,Yes,Subtropical,Verano
17.5,40.4,0,8.4,12.3,35,9,13,29,8,1015.7,1012.7,0,3,26.1,39.3,No,No,Grassland,Verano
12.2,22.1,0.2,5.4,0.2,37,17,13,68,53,1019.5,1016.2,7,7,17.8,21.8,No,Yes,Temperate,Otoño
5.1,20.9,0,4.6,9.9,33,6,17,47,22,1022.6,1020.8,1,0,13.5,20.2,No,No,Grassland,Invierno
6.3,16.6,0,5.6,12.5,31,2,11,72,54,1019.9,1018.5,6,6,11.3,15.8,No,No,Temperate,Primavera
11,23.7,0,4.4,10.8,24,6,11,65,48,1026.6,1024,1,1,17.4,22.3,No,No,Subtropical,Invierno
17.1,23.9,0,3.4,11.1,30,13,19,67,65,1017.6,1016.7,6,2,21.9,23.3,No,No,Subtropical,Verano
21,31,0,8,9.7,46,15,24,51,54,1014.8,1012.1,1,3,26.6,26.2,No,No,Subtropical,Primavera
5.1,12.7,1.2,0.6,0.2,48,28,20,74,84,1021.2,1019.6,7,7,10.6,11.1,Yes,Yes,Temperate,Otoño
7.7,13.7,0.8,3.6,2.9,50,24,13,95,54,1015.2,1013.6,7,7,8.8,12.6,No,No,Temperate,Primavera
5.4,16.1,0.4,4.2,9,35,19,17,69,45,1021.3,1020.3,5,4,9.6,15.7,No,No,Temperate,Otoño
8.7,17.9,0,4.2,11,46,13,26,57,47,1024.6,1023.8,1,1,15.7,17.2,No,No,Subtropical,Primavera
8.5,13.8,8.2,1.2,5.9,57,19,35,96,71,1020.1,1019,7,6,10.4,13.3,Yes,Yes,Temperate,Invierno
25.9,33.4,0.6,6.6,8.7,35,11,22,79,59,1007.6,1004.1,5,6,28.8,32.6,No,Yes,Temperate,Verano
19,27.6,0,9.4,8,70,13,44,66,72,1017.1,1013.9,3,7,24.7,25.1,No,No,Subtropical,Primavera
11.5,24.2,0,6,11.8,39,7,28,69,45,1021.5,1019.6,1,1,19.7,23.1,No,No,Subtropical,Verano
17.1,28,0,4.4,8.3,30,20,19,70,63,1016.7,1012.5,3,3,22.3,26,No,No,Temperate,Invierno
7.6,18.6,4.2,1.8,5,54,17,24,95,58,1021,1019.4,6,4,10.3,17.9,Yes,Yes,Subtropical,Invierno
18.4,25,0,8,7.7,54,30,28,42,30,1007.8,1008.3,7,1,24.3,24.3,No,Yes,Subtropical,Primavera
-0.1,14.4,0.2,3,9.8,35,9,20,79,44,1033.8,1030.3,0,0,6.3,13.8,No,No,Subtropical,Invierno
15.2,32.3,0,5.8,11.5,24,2,11,63,30,1010.8,1006,0,2,22.7,31,No,No,Temperate,Verano
11.7,20.4,36.4,6.4,8.4,48,30,17,65,38,1000,999.5,4,3,13,19.5,Yes,Yes,Temperate,Otoño
7.3,24.5,0,10.2,12.3,52,6,11,53,19,1015.8,1013.1,2,1,15.9,23.2,No,No,Temperate,Primavera
13.3,18.6,4.8,1.6,3.1,44,19,9,96,75,1023,1019.6,7,7,14.3,18,Yes,Yes,Subtropical,Invierno
20.3,28.6,9.2,5.4,7.6,28,4,13,78,61,1018.5,1016.2,7,6,23.9,26.2,Yes,No,Subtropical,Primavera
19.1,29.4,0,5.4,11.1,57,11,33,63,44,1014.6,1010.6,1,1,23.8,28.7,No,No,Subtropical,Otoño
11.6,23.9,0,7,10.7,50,22,22,63,34,1021.2,1019.9,7,0,13.4,23.1,No,No,Temperate,Verano
15.6,31.8,0,7.6,12.7,31,15,13,49,26,1022.7,1018.5,2,6,22.5,29.1,No,No,Subtropical,Primavera
2.1,13.5,0,2.8,7.8,20,11,13,81,65,1036.1,1032.2,5,7,7,12.6,No,No,Temperate,Invierno
21.5,29.5,21.6,5.8,12.1,33,15,17,62,48,1017.5,1016.4,7,3,26.9,28.5,Yes,No,Subtropical,Verano
12.3,30.2,0,6,12.6,78,31,35,43,13,1009.6,1009.2,1,1,23.8,28.6,No,No,Temperate,Primavera
16.8,24.1,10.2,6.4,11.3,33,17,17,38,39,1009.6,1008.1,1,0,20,23.4,Yes,No,Subtropical,Otoño
14.9,32.9,0,5.2,11.6,54,20,26,40,41,1016.2,1012.2,1,1,24.5,28.7,No,No,Subtropical,Primavera
24.5,33.9,0,4.8,10.7,33,17,19,78,48,1014,1010,2,2,27.6,32.8,No,No,Temperate,Otoño
19.2,27.8,0,5.2,8.9,28,13,17,71,66,1016.2,1013.3,2,3,24.5,26.4,No,No,Temperate,Invierno
14.1,26.7,0,15.4,13.1,54,28,22,49,26,1017.4,1015.5,0,0,16.7,23.8,No,No,Desert,Verano
11,23.5,0,6.6,11.5,37,9,20,59,50,1019.9,1018,1,5,16.3,22,No,No,Temperate,Verano
22.1,41.5,0,14.6,12.5,69,43,39,22,12,1009.2,1005.4,1,0,31.6,40.1,No,No,Temperate,Verano
7.6,29.3,0,6.2,11.4,35,24,17,10,5,1018.2,1014.2,0,1,22.1,28.3,No,No,Grassland,Primavera
8.4,24.4,0,2.4,5.8,22,13,7,65,29,1022.5,1019.4,6,5,13,24.1,No,No,Temperate,Otoño
18.8,20.5,0,2.8,4,39,26,20,85,78,1025.7,1022.4,7,7,18.9,19.9,No,No,Subtropical,Otoño
19.9,30.5,0,6,9.7,41,13,24,75,45,1014.7,1011.6,2,5,24.3,28,No,No,Temperate,Invierno
23.9,33.3,0,8,12.4,37,13,28,56,58,1009,1006.4,3,1,29.1,31.1,No,No,Temperate,Verano
20,28.9,0,7.4,11.8,56,6,37,67,41,1017.9,1013.4,3,1,24.1,28.4,No,No,Subtropical,Verano
23.7,32.2,26.2,4.8,5.8,33,20,15,79,61,1009.2,1005.3,7,6,26.8,31.6,Yes,Yes,Temperate,Otoño
19.3,24.5,0.2,3.4,5.3,26,11,9,77,76,1012.7,1011.9,6,7,22.8,23.5,No,No,Subtropical,Verano
19,24.1,0.2,6.4,9.2,35,19,20,74,66,1009.7,1010,6,7,21.4,22.6,No,No,Subtropical,Verano
20.7,29.7,0,25.8,6.3,41,28,20,61,38,1010.2,1008.5,7,6,22.5,27.7,No,No,Grassland,Verano
5.6,16.6,0,7.8,9.1,54,28,24,57,31,1023,1023,2,5,12.2,15.2,No,No,Desert,Invierno
